[smileys_emotion]
😀;mặt cười toe toét;cười toe toét|mặt|mặt cười toe toét
	👨🏼‍🌾;nông dân nam: màu da sáng trung bình;màu da sáng trung bình|nam|người làm vườn|người nuôi súc vật|nông dân|nông dân nam|nông dân nam: màu da sáng trung bình
	👨🏽‍🌾;nông dân nam: màu da trung bình;màu da trung bình|nam|người làm vườn|người nuôi súc vật|nông dân|nông dân nam|nông dân nam: màu da trung bình
	👨🏾‍🌾;nông dân nam: màu da tối trung bình;màu da tối trung bình|nam|người làm vườn|người nuôi súc vật|nông dân|nông dân nam|nông dân nam: màu da tối trung bình
	👨🏿‍🌾;nông dân nam: màu da tối;màu da tối|nam|người làm vườn|người nuôi súc vật|nông dân|nông dân nam|nông dân nam: màu da tối
👩‍🌾;nông dân nữ;người làm vườn|người nuôi súc vật|nông dân|nông dân nữ|nữ
	👩🏻‍🌾;nông dân nữ: màu da sáng;màu da sáng|người làm vườn|người nuôi súc vật|nông dân|nông dân nữ|nông dân nữ: màu da sáng|nữ
	👩🏼‍🌾;nông dân nữ: màu da sáng trung bình;màu da sáng trung bình|người làm vườn|người nuôi súc vật|nông dân|nông dân nữ|nông dân nữ: màu da sáng trung bình|nữ
	👩🏽‍🌾;nông dân nữ: màu da trung bình;màu da trung bình|người làm vườn|người nuôi súc vật|nông dân|nông dân nữ|nông dân nữ: màu da trung bình|nữ
	👩🏾‍🌾;nông dân nữ: màu da tối trung bình;màu da tối trung bình|người làm vườn|người nuôi súc vật|nông dân|nông dân nữ|nông dân nữ: màu da tối trung bình|nữ
	👩🏿‍🌾;nông dân nữ: màu da tối;màu da tối|người làm vườn|người nuôi súc vật|nông dân|nông dân nữ|nông dân nữ: màu da tối|nữ
🧑‍🍳;đầu bếp;đầu bếp|nấu ăn
	🧑🏻‍🍳;đầu bếp: màu da sáng;đầu bếp|đầu bếp: màu da sáng|màu da sáng|nấu ăn
	🧑🏼‍🍳;đầu bếp: màu da sáng trung bình;đầu bếp|đầu bếp: màu da sáng trung bình|màu da sáng trung bình|nấu ăn
	🧑🏽‍🍳;đầu bếp: màu da trung bình;đầu bếp|đầu bếp: màu da trung bình|màu da trung bình|nấu ăn
	🧑🏾‍🍳;đầu bếp: màu da tối trung bình;đầu bếp|đầu bếp: màu da tối trung bình|màu da tối trung bình|nấu ăn
	🧑🏿‍🍳;đầu bếp: màu da tối;đầu bếp|đầu bếp: màu da tối|màu da tối|nấu ăn
👨‍🍳;đầu bếp nam;đầu bếp|đầu bếp nam|nam|nấu ăn
	👨🏻‍🍳;đầu bếp nam: màu da sáng;đầu bếp|đầu bếp nam|đầu bếp nam: màu da sáng|màu da sáng|nam|nấu ăn
	👨🏼‍🍳;đầu bếp nam: màu da sáng trung bình;đầu bếp|đầu bếp nam|đầu bếp nam: màu da sáng trung bình|màu da sáng trung bình|nam|nấu ăn
	👨🏽‍🍳;đầu bếp nam: màu da trung bình;đầu bếp|đầu bếp nam|đầu bếp nam: màu da trung bình|màu da trung bình|nam|nấu ăn
	👨🏾‍🍳;đầu bếp nam: màu da tối trung bình;đầu bếp|đầu bếp nam|đầu bếp nam: màu da tối trung bình|màu da tối trung bình|nam|nấu ăn
	👨🏿‍🍳;đầu bếp nam: màu da tối;đầu bếp|đầu bếp nam|đầu bếp nam: màu da tối|màu da tối|nam|nấu ăn
👩‍🍳;đầu bếp nữ;đầu bếp|đầu bếp nữ|nấu ăn|nữ
	👩🏻‍🍳;đầu bếp nữ: màu da sáng;đầu bếp|đầu bếp nữ|đầu bếp nữ: màu da sáng|màu da sáng|nấu ăn|nữ
	👩🏼‍🍳;đầu bếp nữ: màu da sáng trung bình;đầu bếp|đầu bếp nữ|đầu bếp nữ: màu da sáng trung bình|màu da sáng trung bình|nấu ăn|nữ
	👩🏽‍🍳;đầu bếp nữ: màu da trung bình;đầu bếp|đầu bếp nữ|đầu bếp nữ: màu da trung bình|màu da trung bình|nấu ăn|nữ
	👩🏾‍🍳;đầu bếp nữ: màu da tối trung bình;đầu bếp|đầu bếp nữ|đầu bếp nữ: màu da tối trung bình|màu da tối trung bình|nấu ăn|nữ
	👩🏿‍🍳;đầu bếp nữ: màu da tối;đầu bếp|đầu bếp nữ|đầu bếp nữ: màu da tối|màu da tối|nấu ăn|nữ
🧑‍🔧;thợ máy;thợ điện|thợ máy|thợ sửa ống nước|thợ thủ công
	🧑🏻‍🔧;thợ máy: màu da sáng;màu da sáng|thợ điện|thợ máy|thợ máy: màu da sáng|thợ sửa ống nước|thợ thủ công
	🧑🏼‍🔧;thợ máy: màu da sáng trung bình;màu da sáng trung bình|thợ điện|thợ máy|thợ máy: màu da sáng trung bình|thợ sửa ống nước|thợ thủ công
	🧑🏽‍🔧;thợ máy: màu da trung bình;màu da trung bình|thợ điện|thợ máy|thợ máy: màu da trung bình|thợ sửa ống nước|thợ thủ công
	🧑🏾‍🔧;thợ máy: màu da tối trung bình;màu da tối trung bình|thợ điện|thợ máy|thợ máy: màu da tối trung bình|thợ sửa ống nước|thợ thủ công
	🧑🏿‍🔧;thợ máy: màu da tối;màu da tối|thợ điện|thợ máy|thợ máy: màu da tối|thợ sửa ống nước|thợ thủ công
👨‍🔧;thợ máy nam;cơ khí|nam|người đàn ông|thợ|thợ điện|thợ máy nam|thợ sửa ống nước
	👨🏻‍🔧;thợ máy nam: màu da sáng;cơ khí|màu da sáng|nam|người đàn ông|thợ|thợ điện|thợ máy nam|thợ máy nam: màu da sáng|thợ sửa ống nước
	👨🏼‍🔧;thợ máy nam: màu da sáng trung bình;cơ khí|màu da sáng trung bình|nam|người đàn ông|thợ|thợ điện|thợ máy nam|thợ máy nam: màu da sáng trung bình|thợ sửa ống nước
	👨🏽‍🔧;thợ máy nam: màu da trung bình;cơ khí|màu da trung bình|nam|người đàn ông|thợ|thợ điện|thợ máy nam|thợ máy nam: màu da trung bình|thợ sửa ống nước
	👨🏾‍🔧;thợ máy nam: màu da tối trung bình;cơ khí|màu da tối trung bình|nam|người đàn ông|thợ|thợ điện|thợ máy nam|thợ máy nam: màu da tối trung bình|thợ sửa ống nước
	👨🏿‍🔧;thợ máy nam: màu da tối;cơ khí|màu da tối|nam|người đàn ông|thợ|thợ điện|thợ máy nam|thợ máy nam: màu da tối|thợ sửa ống nước
👩‍🔧;thợ máy nữ;cơ khí|nữ|phụ nữ|thợ|thợ điện|thợ máy nữ|thợ sửa ống nước
	👩🏻‍🔧;thợ máy nữ: màu da sáng;cơ khí|màu da sáng|nữ|phụ nữ|thợ|thợ điện|thợ máy nữ|thợ máy nữ: màu da sáng|thợ sửa ống nước
	👩🏼‍🔧;thợ máy nữ: màu da sáng trung bình;cơ khí|màu da sáng trung bình|nữ|phụ nữ|thợ|thợ điện|thợ máy nữ|thợ máy nữ: màu da sáng trung bình|thợ sửa ống nước
	👩🏽‍🔧;thợ máy nữ: màu da trung bình;cơ khí|màu da trung bình|nữ|phụ nữ|thợ|thợ điện|thợ máy nữ|thợ máy nữ: màu da trung bình|thợ sửa ống nước
	👩🏾‍🔧;thợ máy nữ: màu da tối trung bình;cơ khí|màu da tối trung bình|nữ|phụ nữ|thợ|thợ điện|thợ máy nữ|thợ máy nữ: màu da tối trung bình|thợ sửa ống nước
	👩🏿‍🔧;thợ máy nữ: màu da tối;cơ khí|màu da tối|nữ|phụ nữ|thợ|thợ điện|thợ máy nữ|thợ máy nữ: màu da tối|thợ sửa ống nước
🧑‍🏭;công nhân nhà máy;công nghiệp|công nhân|công nhân nhà máy|lắp ráp|nhà máy
	🧑🏻‍🏭;công nhân nhà máy: màu da sáng;công nghiệp|công nhân|công nhân nhà máy|công nhân nhà máy: màu da sáng|lắp ráp|màu da sáng|nhà máy
	🧑🏼‍🏭;công nhân nhà máy: màu da sáng trung bình;công nghiệp|công nhân|công nhân nhà máy|công nhân nhà máy: màu da sáng trung bình|lắp ráp|màu da sáng trung bình|nhà máy
	🧑🏽‍🏭;công nhân nhà máy: màu da trung bình;công nghiệp|công nhân|công nhân nhà máy|công nhân nhà máy: màu da trung bình|lắp ráp|màu da trung bình|nhà máy
	🧑🏾‍🏭;công nhân nhà máy: màu da tối trung bình;công nghiệp|công nhân|công nhân nhà máy|công nhân nhà máy: màu da tối trung bình|lắp ráp|màu da tối trung bình|nhà máy
	🧑🏿‍🏭;công nhân nhà máy: màu da tối;công nghiệp|công nhân|công nhân nhà máy|công nhân nhà máy: màu da tối|lắp ráp|màu da tối|nhà máy
👨‍🏭;công nhân nhà máy nam;công nghiệp|công nhân|công nhân nhà máy nam|lắp ráp|nam|nhà máy
	👨🏻‍🏭;công nhân nhà máy nam: màu da sáng;công nghiệp|công nhân|công nhân nhà máy nam|công nhân nhà máy nam: màu da sáng|lắp ráp|màu da sáng|nam|nhà máy
	👨🏼‍🏭;công nhân nhà máy nam: màu da sáng trung bình;công nghiệp|công nhân|công nhân nhà máy nam|công nhân nhà máy nam: màu da sáng trung bình|lắp ráp|màu da sáng trung bình|nam|nhà máy
	👨🏽‍🏭;công nhân nhà máy nam: màu da trung bình;công nghiệp|công nhân|công nhân nhà máy nam|công nhân nhà máy nam: màu da trung bình|lắp ráp|màu da trung bình|nam|nhà máy
	👨🏾‍🏭;công nhân nhà máy nam: màu da tối trung bình;công nghiệp|công nhân|công nhân nhà máy nam|công nhân nhà máy nam: màu da tối trung bình|lắp ráp|màu da tối trung bình|nam|nhà máy
	👨🏿‍🏭;công nhân nhà máy nam: màu da tối;công nghiệp|công nhân|công nhân nhà máy nam|công nhân nhà máy nam: màu da tối|lắp ráp|màu da tối|nam|nhà máy
👩‍🏭;công nhân nhà máy nữ;công nghiệp|công nhân|công nhân nhà máy nữ|lắp ráp|nhà máy|nữ
	👩🏻‍🏭;công nhân nhà máy nữ: màu da sáng;công nghiệp|công nhân|công nhân nhà máy nữ|công nhân nhà máy nữ: màu da sáng|lắp ráp|màu da sáng|nhà máy|nữ
	👩🏼‍🏭;công nhân nhà máy nữ: màu da sáng trung bình;công nghiệp|công nhân|công nhân nhà máy nữ|công nhân nhà máy nữ: màu da sáng trung bình|lắp ráp|màu da sáng trung bình|nhà máy|nữ
	👩🏽‍🏭;công nhân nhà máy nữ: màu da trung bình;công nghiệp|công nhân|công nhân nhà máy nữ|công nhân nhà máy nữ: màu da trung bình|lắp ráp|màu da trung bình|nhà máy|nữ
	👩🏾‍🏭;công nhân nhà máy nữ: màu da tối trung bình;công nghiệp|công nhân|công nhân nhà máy nữ|công nhân nhà máy nữ: màu da tối trung bình|lắp ráp|màu da tối trung bình|nhà máy|nữ
	👩🏿‍🏭;công nhân nhà máy nữ: màu da tối;công nghiệp|công nhân|công nhân nhà máy nữ|công nhân nhà máy nữ: màu da tối|lắp ráp|màu da tối|nhà máy|nữ
🧑‍💼;nhân viên văn phòng;công việc văn phòng|kiến trúc sư|kinh doanh|người quản lý|nhân viên văn phòng
	🧑🏻‍💼;nhân viên văn phòng: màu da sáng;công việc văn phòng|kiến trúc sư|kinh doanh|màu da sáng|người quản lý|nhân viên văn phòng|nhân viên văn phòng: màu da sáng
	🧑🏼‍💼;nhân viên văn phòng: màu da sáng trung bình;công việc văn phòng|kiến trúc sư|kinh doanh|màu da sáng trung bình|người quản lý|nhân viên văn phòng|nhân viên văn phòng: màu da sáng trung bình
	🧑🏽‍💼;nhân viên văn phòng: màu da trung bình;công việc văn phòng|kiến trúc sư|kinh doanh|màu da trung bình|người quản lý|nhân viên văn phòng|nhân viên văn phòng: màu da trung bình
	🧑🏾‍💼;nhân viên văn phòng: màu da tối trung bình;công việc văn phòng|kiến trúc sư|kinh doanh|màu da tối trung bình|người quản lý|nhân viên văn phòng|nhân viên văn phòng: màu da tối trung bình
	🧑🏿‍💼;nhân viên văn phòng: màu da tối;công việc văn phòng|kiến trúc sư|kinh doanh|màu da tối|người quản lý|nhân viên văn phòng|nhân viên văn phòng: màu da tối
👨‍💼;nhân viên văn phòng nam;công việc văn phòng|kiến trúc sư|kinh doanh|người đàn ông|người quản lý|nhân viên văn phòng nam
	👨🏻‍💼;nhân viên văn phòng nam: màu da sáng;công việc văn phòng|kiến trúc sư|kinh doanh|màu da sáng|người đàn ông|người quản lý|nhân viên văn phòng nam|nhân viên văn phòng nam: màu da sáng
	👨🏼‍💼;nhân viên văn phòng nam: màu da sáng trung bình;công việc văn phòng|kiến trúc sư|kinh doanh|màu da sáng trung bình|người đàn ông|người quản lý|nhân viên văn phòng nam|nhân viên văn phòng nam: màu da sáng trung bình
	👨🏽‍💼;nhân viên văn phòng nam: màu da trung bình;công việc văn phòng|kiến trúc sư|kinh doanh|màu da trung bình|người đàn ông|người quản lý|nhân viên văn phòng nam|nhân viên văn phòng nam: màu da trung bình
	👨🏾‍💼;nhân viên văn phòng nam: màu da tối trung bình;công việc văn phòng|kiến trúc sư|kinh doanh|màu da tối trung bình|người đàn ông|người quản lý|nhân viên văn phòng nam|nhân viên văn phòng nam: màu da tối trung bình
	👨🏿‍💼;nhân viên văn phòng nam: màu da tối;công việc văn phòng|kiến trúc sư|kinh doanh|màu da tối|người đàn ông|người quản lý|nhân viên văn phòng nam|nhân viên văn phòng nam: màu da tối
👩‍💼;nhân viên văn phòng nữ;công việc văn phòng|kiến trúc sư|kinh doanh|người phụ nữ|người quản lý|nhân viên văn phòng nữ
	👩🏻‍💼;nhân viên văn phòng nữ: màu da sáng;công việc văn phòng|kiến trúc sư|kinh doanh|màu da sáng|người phụ nữ|người quản lý|nhân viên văn phòng nữ|nhân viên văn phòng nữ: màu da sáng
	👩🏼‍💼;nhân viên văn phòng nữ: màu da sáng trung bình;công việc văn phòng|kiến trúc sư|kinh doanh|màu da sáng trung bình|người phụ nữ|người quản lý|nhân viên văn phòng nữ|nhân viên văn phòng nữ: màu da sáng trung bình
	👩🏽‍💼;nhân viên văn phòng nữ: màu da trung bình;công việc văn phòng|kiến trúc sư|kinh doanh|màu da trung bình|người phụ nữ|người quản lý|nhân viên văn phòng nữ|nhân viên văn phòng nữ: màu da trung bình
	👩🏾‍💼;nhân viên văn phòng nữ: màu da tối trung bình;công việc văn phòng|kiến trúc sư|kinh doanh|màu da tối trung bình|người phụ nữ|người quản lý|nhân viên văn phòng nữ|nhân viên văn phòng nữ: màu da tối trung bình
	👩🏿‍💼;nhân viên văn phòng nữ: màu da tối;công việc văn phòng|kiến trúc sư|kinh doanh|màu da tối|người phụ nữ|người quản lý|nhân viên văn phòng nữ|nhân viên văn phòng nữ: màu da tối
🧑‍🔬;nhà khoa học;kỹ sư|nhà hóa học|nhà khoa học|nhà sinh vật học|nhà vật lý
	🧑🏻‍🔬;nhà khoa học: màu da sáng;kỹ sư|màu da sáng|nhà hóa học|nhà khoa học|nhà khoa học: màu da sáng|nhà sinh vật học|nhà vật lý
	🧑🏼‍🔬;nhà khoa học: màu da sáng trung bình;kỹ sư|màu da sáng trung bình|nhà hóa học|nhà khoa học|nhà khoa học: màu da sáng trung bình|nhà sinh vật học|nhà vật lý
	🧑🏽‍🔬;nhà khoa học: màu da trung bình;kỹ sư|màu da trung bình|nhà hóa học|nhà khoa học|nhà khoa học: màu da trung bình|nhà sinh vật học|nhà vật lý
	🧑🏾‍🔬;nhà khoa học: màu da tối trung bình;kỹ sư|màu da tối trung bình|nhà hóa học|nhà khoa học|nhà khoa học: màu da tối trung bình|nhà sinh vật học|nhà vật lý
	🧑🏿‍🔬;nhà khoa học: màu da tối;kỹ sư|màu da tối|nhà hóa học|nhà khoa học|nhà khoa học: màu da tối|nhà sinh vật học|nhà vật lý
